Carat,Clarity,Color,Cut,Depth,Price,Table,x,y,z
0.9,SI1,D,Very Good,63,4523,58,6.11,6.14,3.86
0.93,SI1,D,Very Good,60.8,4527,59,6.24,6.27,3.8
0.91,SI1,D,Very Good,60.8,4561,60,6.24,6.21,3.79
0.9,SI1,D,Very Good,62.5,4579,59,6.11,6.15,3.83
1.01,SI1,D,Very Good,62.4,4666,58,6.39,6.47,4.01
0.92,SI1,D,Very Good,62.9,4676,56,6.18,6.22,3.9
1,SI1,D,Very Good,60.1,4697,60,6.47,6.55,3.91
0.3,SI1,D,Very Good,62.6,476,59,4.24,4.26,2.66
0.3,SI1,D,Very Good,58.8,479,63,4.32,4.35,2.55
1.01,SI1,D,Very Good,62.7,4821,58,6.34,6.38,3.99
0.9,SI1,D,Very Good,60.6,5040,59,6.23,6.28,3.79
0.31,SI1,D,Very Good,60.4,507,60,4.4,4.44,2.67
0.95,SI1,D,Very Good,63.7,5101,55,6.2,6.24,3.96
1.01,SI1,D,Very Good,62.2,5122,58,6.36,6.4,3.97
0.9,SI1,D,Very Good,62.3,5123,53,6.2,6.22,3.87
1.02,SI1,D,Very Good,63.2,5198,58,6.41,6.35,4.03
0.32,SI1,D,Very Good,63,526,57,4.35,4.38,2.75
1.03,SI1,D,Very Good,60.5,5313,61,6.43,6.47,3.9
1,SI1,D,Very Good,62.3,5342,59,6.26,6.29,3.91
2,SI1,D,Very Good,123.4,5390,115,12.67,12.71,7.83
1.03,SI1,D,Very Good,61.8,5393,57,6.49,6.53,4.02
1.01,SI1,D,Very Good,59.8,5394,56,6.57,6.6,3.94
2.4,SI1,D,Very Good,495,552,470,34.14,34.39,21.2
1.01,SI1,D,Very Good,59.7,5533,57,6.53,6.56,3.91
1.01,SI1,D,Very Good,63.1,5543,60,6.39,6.32,4.01
1.04,SI1,D,Very Good,63.4,5557,55,6.41,6.46,4.08
1.01,SI1,D,Very Good,59,5600,59,6.57,6.59,3.88
1.01,SI1,D,Very Good,61.1,5619,58,6.46,6.51,3.96
2,SI1,D,Very Good,121.4,5621,120,12.83,12.99,7.84
1,SI1,D,Very Good,63.1,5645,56,6.34,6.3,3.99
1.01,SI1,D,Very Good,63.2,5654,58,6.28,6.34,3.99
1,SI1,D,Very Good,59.8,5671,59,6.47,6.51,3.88
0.62,SI1,D,Very Good,125.1,571,112,8.620000000000001,8.68,5.41
1.06,SI1,D,Very Good,59.4,5713,57,6.65,6.72,3.97
1.01,SI1,D,Very Good,62.9,5731,58,6.33,6.38,4
1,SI1,D,Very Good,60.5,5755,58,6.42,6.48,3.9
1.07,SI1,D,Very Good,61.8,5767,61,6.54,6.57,4.05
1.02,SI1,D,Very Good,63.3,5778,60,6.33,6.38,4.02
1.02,SI1,D,Very Good,64.2,5803,58,6.32,6.35,4.07
1.01,SI1,D,Very Good,61.8,5812,58,6.33,6.38,3.93
1.01,SI1,D,Very Good,61.6,5815,59,6.42,6.47,3.97
1.05,SI1,D,Very Good,60.5,5821,56,6.59,6.7,4
1.01,SI1,D,Very Good,62.5,5832,61,6.34,6.4,3.98
1.02,SI1,D,Very Good,62.7,5839,57,6.42,6.5,4.05
1,SI1,D,Very Good,63.2,5851,60,6.31,6.35,4
0.64,SI1,D,Very Good,121.6,589,117,8.809999999999999,8.86,5.37
1.03,SI1,D,Very Good,62.5,5924,59,6.45,6.48,4.04
1.12,SI1,D,Very Good,62.2,5966,59,6.65,6.67,4.14
1,SI1,D,Very Good,59.3,5987,61,6.45,6.5,3.84
1,SI1,D,Very Good,61.4,6040,63,6.35,6.41,3.92
1.06,SI1,D,Very Good,59.3,6062,60,6.64,6.71,3.96
0.33,SI1,D,Very Good,60,608,59,4.47,4.5,2.69
1.12,SI1,D,Very Good,59.9,6132,57,6.76,6.8,4.06
1.04,SI1,D,Very Good,58.9,6138,58,6.66,6.69,3.93
0.6799999999999999,SI1,D,Very Good,122.9,619,117,8.89,8.940000000000001,5.48
2.04,SI1,D,Very Good,367.2,626,352,26.86,27.1,16.51
0.35,SI1,D,Very Good,60.1,644,61,4.56,4.59,2.75
0.3,SI1,D,Very Good,63.1,662,56,4.28,4.24,2.69
1.01,SI1,D,Very Good,62.1,6630,59,6.37,6.41,3.97
0.37,SI1,D,Very Good,61,681,62,4.61,4.64,2.82
1.02,SI1,D,Very Good,60.3,6863,56,6.55,6.57,3.96
0.4,SI1,D,Very Good,63,690,59,4.69,4.7,2.96
0.4,SI1,D,Very Good,60,708,56,4.82,4.85,2.9
1.18,SI1,D,Very Good,61.7,7093,57,6.8,6.84,4.21
1.14,SI1,D,Very Good,60.2,7106,60,6.7,6.85,4.08
1.23,SI1,D,Very Good,186.3,717,176,14.170000000000002,14.3,8.84
1.2,SI1,D,Very Good,60.7,7191,58,6.81,6.86,4.15
0.4,SI1,D,Very Good,63,720,57,4.66,4.7,2.95
0.33,SI1,D,Very Good,63.1,728,55,4.4,4.38,2.77
1.55,SI1,D,Very Good,317.3,732,282,21.56,21.43,13.64
0.38,SI1,D,Very Good,58.9,733,61,4.75,4.79,2.81
0.29,SI1,D,Very Good,59.8,737,55,4.3,4.35,2.58
0.64,SI1,D,Very Good,126.30000000000001,756,111,8.76,8.73,5.52
1.26,SI1,D,Very Good,59.9,7785,59,7.02,7.14,4.24
1.2,SI1,D,Very Good,62.6,7909,59,6.71,6.75,4.21
0.41,SI1,D,Very Good,62.9,791,58,4.7,4.75,2.97
0.36,SI1,D,Very Good,63.2,794,56,4.56,4.52,2.87
1.23,SI1,D,Very Good,62.3,8079,57,6.8,6.87,4.26
0.84,SI1,D,Very Good,123.6,810,117,9.58,9.64,5.9399999999999995
0.35,SI1,D,Very Good,63.3,827,57,4.53,4.51,2.86
0.41,SI1,D,Very Good,63,838,59,4.73,4.76,2.99
0.36,SI1,D,Very Good,63.1,851,55,4.59,4.54,2.88
0.41,SI1,D,Very Good,63.4,907,56,4.76,4.73,3.01
0.82,SI1,D,Very Good,123.4,920,120,9.530000000000001,9.46,5.86
0.8,SI1,D,Very Good,126.8,924,112,9.43,9.35,5.95
0.42,SI1,D,Very Good,63.3,942,58,4.75,4.73,3
1.43,SI1,D,Very Good,63.5,9450,56,7.24,7.09,4.55
0.82,SI1,D,Very Good,126.6,947,113,9.489999999999998,9.399999999999999,5.98
1.36,SI1,D,Very Good,59.5,9874,61,7.21,7.24,4.3
0.5,SI1,E,Fair,66.5,1098,58,4.87,4.9,3.25
1.5,SI1,E,Fair,58.2,11128,66,7.45,7.4,4.32
0.5,SI1,E,Fair,65.1,1114,58,5.04,4.94,3.25
0.5,SI1,E,Fair,66.4,1196,58,4.98,4.87,3.27
0.5,SI1,E,Fair,61.7,1238,68,5.09,5.03,3.12
0.56,SI1,E,Fair,64.5,1358,61,5.22,5.09,3.33
0.57,SI1,E,Fair,64.6,1383,59,5.22,5.18,3.36
2,SI1,E,Fair,65.7,15330,60,7.7,7.8,5.09
0.63,SI1,E,Fair,64.6,1952,57.7,5.36,5.41,3.47
0.7,SI1,E,Fair,57.2,2000,66,5.76,5.74,3.29
0.74,SI1,E,Fair,66,2069,56,5.6,5.67,3.72
0.7,SI1,E,Fair,65.2,2318,58,5.57,5.54,3.62
0.92,SI1,E,Fair,65.6,3407,57,6.1,6.07,3.99
0.9,SI1,E,Fair,65.5,3508,59,6.06,6.03,3.96
1,SI1,E,Fair,66.5,3696,55,6.21,6.19,4.12
1.1,SI1,E,Fair,65.5,3891,57,6.45,6.37,4.2
1.01,SI1,E,Fair,64.7,4181,59,6.23,6.11,3.99
0.91,SI1,E,Fair,65,4256,62,6.09,6.04,3.94
1.08,SI1,E,Fair,53.8,4790,63,6.99,6.81,3.71
1,SI1,E,Fair,65.8,4798,59,6.07,6.15,4.02
1,SI1,E,Fair,57.4,4844,61,6.53,6.63,3.78
1.01,SI1,E,Fair,69.5,4853,55,6,5.94,4.15
1.03,SI1,E,Fair,65.1,5624,58,6.35,6.24,4.1
0.3,SI1,E,Fair,64.5,630,49,4.28,4.25,2.75
1.51,SI1,E,Fair,67.2,7468,53,7.15,7.1,4.79
0.47,SI1,E,Fair,65.2,828,59,4.75,4.82,3.12
0.47,SI1,E,Fair,67.9,829,56,4.84,4.65,3.24
0.45,SI1,E,Good,63.9,1063,57,4.86,4.81,3.09
1.51,SI1,E,Good,63.5,10696,57,7.23,7.28,4.61
1,SI1,E,Good,128.2,1090,115,10.06,9.94,6.41
0.4,SI1,E,Good,60.6,1110,65,4.74,4.71,2.86
1.5,SI1,E,Good,58.9,11179,61,7.43,7.5,4.4
1.53,SI1,E,Good,63.5,11303,58,7.29,7.35,4.65
0.5,SI1,E,Good,65.5,1136,56,4.9,4.99,3.24
0.55,SI1,E,Good,63.3,1138,54,5.21,5.24,3.31
0.5,SI1,E,Good,64,1147,56,5.03,4.9,3.18
1.51,SI1,E,Good,62.8,11487,59,7.16,7.2,4.51
1,SI1,E,Good,128.2,1155,116,10.07,9.96,6.42
1.5,SI1,E,Good,58.5,11554,59,7.45,7.49,4.37
0.51,SI1,E,Good,63.6,1170,59,5.13,5.06,3.24
0.53,SI1,E,Good,63.6,1224,56,5.19,5.1,3.27
0.5,SI1,E,Good,64.6,1232,54,4.95,5.05,3.23
0.51,SI1,E,Good,63.6,1241,59,5.13,5.06,3.24
1.6,SI1,E,Good,63.6,12467,58,7.38,7.44,4.71
1.51,SI1,E,Good,63.6,12490,56,7.34,7.23,4.63
0.5,SI1,E,Good,61.8,1259,62,5.05,5.08,3.13
1.5,SI1,E,Good,64.2,12754,55,7.17,7.22,4.62
1.54,SI1,E,Good,63.8,12779,57,7.31,7.34,4.67
0.53,SI1,E,Good,62.6,1282,64,5.13,5.22,3.24
0.5,SI1,E,Good,62.5,1293,59,5.04,5.07,3.16
2,SI1,E,Good,253.60000000000002,1316,229,20.05,20.21,12.76
0.5,SI1,E,Good,58.5,1331,59,5.2,5.23,3.05
0.53,SI1,E,Good,64.1,1332,54,5.11,5.16,3.29
0.58,SI1,E,Good,59.3,1336,64,5.48,5.42,3.23
1.02,SI1,E,Good,127.4,1343,108,10.120000000000001,10.19,6.470000000000001
0.53,SI1,E,Good,63.1,1355,56,5.15,5.19,3.26
0.52,SI1,E,Good,63.7,1388,54,5.12,5.15,3.27
1,SI1,E,Good,127.5,1415,111,10.149999999999999,10.059999999999999,6.4399999999999995
1.02,SI1,E,Good,127.8,1443,110,10.2,10.120000000000001,6.49
1.73,SI1,E,Good,64.2,14479,58,7.54,7.5,4.83
0.54,SI1,E,Good,59.9,1601,63,5.25,5.3,3.16
1.02,SI1,E,Good,128.6,1624,109,10.219999999999999,10.120000000000001,6.54
0.58,SI1,E,Good,61,1844,62,5.36,5.33,3.26
0.7,SI1,E,Good,65,2038,57,5.53,5.58,3.61
0.7,SI1,E,Good,61.6,2111,61,5.64,5.66,3.48
0.7,SI1,E,Good,61.9,2239,58,5.63,5.67,3.5
0.72,SI1,E,Good,63.9,2305,58,5.72,5.64,3.63
0.72,SI1,E,Good,63.7,2361,58,5.71,5.66,3.62
0.7,SI1,E,Good,58.3,2370,64,5.77,5.69,3.34
1.4,SI1,E,Good,127.3,2569,115,11.21,11.280000000000001,7.16
1.42,SI1,E,Good,119.9,2573,122,11.489999999999998,11.6,6.92
0.71,SI1,E,Good,65.9,2631,57,5.51,5.57,3.65
0.71,SI1,E,Good,59.2,2651,61,5.8,5.85,3.45
0.7,SI1,E,Good,60.4,2696,61,5.73,5.76,3.47
0.78,SI1,E,Good,57.9,2723,62,6.06,6.03,3.5
0.7,SI1,E,Good,61.4,2822,64,5.71,5.66,3.49
0.74,SI1,E,Good,62.8,2906,61,5.74,5.76,3.61
0.75,SI1,E,Good,58.3,2923,60,5.94,5.99,3.48
0.9,SI1,E,Good,63.8,3332,61,6.08,6.05,3.87
0.9,SI1,E,Good,63.8,3391,61,6.05,6.08,3.87
0.9,SI1,E,Good,64.3,3400,62,6,6.07,3.88
0.9,SI1,E,Good,63.8,3510,56,6.09,6.17,3.91
0.78,SI1,E,Good,59.4,3578,62,6.02,6.07,3.59
0.9,SI1,E,Good,60.8,3625,65,6.31,6.18,3.8
0.92,SI1,E,Good,63.3,3649,57,6.17,6.22,3.92
1,SI1,E,Good,57.6,3696,65,6.47,6.44,3.72
0.9,SI1,E,Good,63.9,3795,57,6.12,6.08,3.9
0.9,SI1,E,Good,58.1,3884,64,6.26,6.28,3.64
0.9,SI1,E,Good,60.8,3933,65,6.14,6.17,3.74
1.01,SI1,E,Good,64.2,4032,56,6.31,6.27,4.04
0.9,SI1,E,Good,58.3,4165,61,6.24,6.29,3.65
1.01,SI1,E,Good,63.8,4179,60,6.31,6.36,4.04
0.9,SI1,E,Good,57.9,4190,60,6.3,6.34,3.66
0.91,SI1,E,Good,63.5,4211,57,6.07,6.11,3.87
0.9,SI1,E,Good,59.8,4229,64,6.14,6.21,3.69
0.92,SI1,E,Good,63.2,4258,58,6.16,6.18,3.9
3.0300000000000002,SI1,E,Good,187.5,4399,185,18.97,19.1,11.89
1,SI1,E,Good,63.1,4435,64,6.31,6.25,3.96
1.02,SI1,E,Good,63.7,4443,62,6.31,6.4,4.05
1.8,SI1,E,Good,127.8,4463,112,12.129999999999999,12.23,7.779999999999999
1.01,SI1,E,Good,64.1,4480,59,6.35,6.31,4.06
0.91,SI1,E,Good,60.2,4523,60,6.17,6.26,3.74
1.01,SI1,E,Good,63.5,4546,58,6.28,6.35,4.01
1.01,SI1,E,Good,63.2,4619,59,6.25,6.28,3.96
1.01,SI1,E,Good,63.3,4692,57,6.33,6.37,4.02
1.01,SI1,E,Good,64.3,4766,59,6.31,6.34,4.07
2.02,SI1,E,Good,125.19999999999999,4853,123,12.629999999999999,12.53,7.880000000000001
2.02,SI1,E,Good,126.5,4912,119,12.68,12.75,8.04
1,SI1,E,Good,59.3,4916,61,6.42,6.53,3.84
1,SI1,E,Good,62.4,4936,59,6.35,6.4,3.98
0.31,SI1,E,Good,63.4,507,55,4.26,4.29,2.71
1,SI1,E,Good,63.7,5082,60,6.24,6.29,3.99
2.02,SI1,E,Good,127.30000000000001,5132,118,12.64,12.74,8.08
2.02,SI1,E,Good,127.30000000000001,5226,118,12.74,12.64,8.08
0.96,SI1,E,Good,189.5,524,165,13.04,13.14,8.27
1.2,SI1,E,Good,254.3,526,227,16.96,17.09,10.820000000000002
1,SI1,E,Good,63.2,5299,57,6.36,6.39,4.03
1,SI1,E,Good,58.2,5330,61,6.53,6.57,3.81
1,SI1,E,Good,57.2,5345,62,6.59,6.56,3.76
2.48,SI1,E,Good,505.7,544,447,34.41,34.69,21.84
1.01,SI1,E,Good,63.3,5499,55,6.37,6.42,4.05
1.08,SI1,E,Good,58.4,5575,60,6.71,6.74,3.93
0.96,SI1,E,Good,189.8,561,167,13.049999999999999,13.099999999999998,8.27
1.01,SI1,E,Good,58.1,5627,59,6.57,6.65,3.84
0.32,SI1,E,Good,62.5,564,61,4.32,4.35,2.71
1.01,SI1,E,Good,63.9,5724,56,6.37,6.31,4.05
1.04,SI1,E,Good,63.8,5766,58,6.46,6.39,4.1
1,SI1,E,Good,61.6,5784,62,6.35,6.42,3.93
0.99,SI1,E,Good,190.5,579,166,13.14,13.209999999999999,8.37
1.01,SI1,E,Good,64,5823,60,6.38,6.28,4.05
1.14,SI1,E,Good,60.9,5899,64,6.78,6.68,4.09
0.38,SI1,E,Good,62.8,641,61,4.6,4.67,2.91
0.4,SI1,E,Good,64.2,662,57,4.66,4.68,3
1.2,SI1,E,Good,59.9,6653,64,6.84,6.79,4.08
0.3,SI1,E,Good,63.7,675,59,4.27,4.21,2.7
0.38,SI1,E,Good,58.9,680,58,4.73,4.77,2.8
0.4,SI1,E,Good,64.2,682,56,4.66,4.69,3
1.32,SI1,E,Good,63.7,6830,56,6.96,6.88,4.41
1.21,SI1,E,Good,63.6,6861,58,6.65,6.77,4.27
2.4,SI1,E,Good,380.3,687,339,28.029999999999998,28.3,17.85
1.2,SI1,E,Good,64,6969,61,6.61,6.67,4.25
0.62,SI1,E,Good,127.6,698,113,8.62,8.559999999999999,5.48
1.23,SI1,E,Good,189.9,705,173,14.129999999999999,14.239999999999998,8.98
1.2,SI1,E,Good,64,7096,61,6.67,6.61,4.25
0.43,SI1,E,Good,60.6,723,61,4.96,4.98,3.01
0.4,SI1,E,Good,63.5,737,56,4.67,4.72,2.98
0.43,SI1,E,Good,63.1,739,56,4.8,4.83,3.04
0.82,SI1,E,Good,127.4,755,115,9.39,9.45,6
0.88,SI1,E,Good,126.6,756,110,9.649999999999999,9.719999999999999,6.13
0.41,SI1,E,Good,59.5,760,62,4.85,4.87,2.89
0.45,SI1,E,Good,63.9,829,57,4.81,4.86,3.09
2,SI1,E,Good,319.2,882,283,23.480000000000004,23.3,14.930000000000001
1.5,SI1,E,Good,64.1,8820,56,7.21,7.14,4.6
0.42,SI1,E,Good,63.6,945,61,4.73,4.7,3
0.46,SI1,E,Good,62.7,967,58,4.87,4.92,3.07
0.47,SI1,E,Good,60.2,987,64,5.1,5.04,3.05
1.29,SI1,E,Ideal,186.7,1016,169,14.55,14.43,9.02
1.5,SI1,E,Ideal,62.6,10777,56,7.27,7.3,4.56
1.6,SI1,E,Ideal,61.9,11437,54,7.56,7.5,4.66
1.5,SI1,E,Ideal,62,11489,55,7.4,7.32,4.56
1.5,SI1,E,Ideal,60.4,12265,59,7.38,7.43,4.47
1.55,SI1,E,Ideal,62.3,12646,56,7.43,7.37,4.61
0.5,SI1,E,Ideal,63,1317,56,5.13,5.06,3.21
1.55,SI1,E,Ideal,61.5,13171,56,7.36,7.4,4.54
1.51,SI1,E,Ideal,62.2,13254,56,7.31,7.36,4.56
1.52,SI1,E,Ideal,62.1,13280,56,7.35,7.38,4.57
0.5,SI1,E,Ideal,62.8,1331,57,5.05,5.08,3.18
1.53,SI1,E,Ideal,61.2,13324,58,7.39,7.44,4.54
1.5,SI1,E,Ideal,184.1,1337,176,15.27,15.36,9.4
1.02,SI1,E,Ideal,123.5,1343,111,10.26,10.34,6.359999999999999
1.58,SI1,E,Ideal,61,13434,57,7.5,7.55,4.59
0.51,SI1,E,Ideal,61.5,1356,54,5.15,5.19,3.18
0.51,SI1,E,Ideal,61.4,1377,56,5.15,5.17,3.17
0.52,SI1,E,Ideal,60.1,1389,59,5.18,5.23,3.13
0.56,SI1,E,Ideal,61.3,1405,56,5.28,5.32,3.25
0.5,SI1,E,Ideal,61.9,1409,55,5.18,5.12,3.19
1.5,SI1,E,Ideal,184.60000000000002,1410,170,15.259999999999998,15.49,9.46
0.5,SI1,E,Ideal,61.6,1415,57,5.13,5.09,3.15
0.54,SI1,E,Ideal,61.3,1422,56,5.22,5.25,3.21
0.52,SI1,E,Ideal,61.4,1429,57,5.18,5.15,3.17
0.53,SI1,E,Ideal,61.9,1435,55,5.18,5.22,3.22
1.02,SI1,E,Ideal,122.5,1437,112,10.35,10.42,6.36
1.53,SI1,E,Ideal,183.3,1438,169,15.440000000000001,15.54,9.459999999999999
0.54,SI1,E,Ideal,60.6,1440,58,5.27,5.29,3.2
1.53,SI1,E,Ideal,186.39999999999998,1443,166,15.459999999999999,15.34,9.57
0.55,SI1,E,Ideal,60.9,1448,56,5.28,5.32,3.23
1.7,SI1,E,Ideal,60.1,14623,57,7.71,7.74,4.64
2.04,SI1,E,Ideal,247.7,1546,220,20.619999999999997,20.43,12.709999999999999
2.75,SI1,E,Ideal,306.8,1551,281,26.25,26.450000000000003,16.17
0.5,SI1,E,Ideal,61.2,1555,56,5.12,5.15,3.14
0.55,SI1,E,Ideal,60.9,1556,56,5.32,5.28,3.23
0.59,SI1,E,Ideal,62.2,1561,55,5.39,5.42,3.36
0.53,SI1,E,Ideal,61.4,1564,56,5.2,5.26,3.21
0.55,SI1,E,Ideal,60.8,1566,56,5.31,5.34,3.24
0.54,SI1,E,Ideal,61.7,1571,56,5.27,5.24,3.24
0.52,SI1,E,Ideal,61.6,1577,55,5.19,5.16,3.19
1.12,SI1,E,Ideal,123.6,1580,113,10.55,10.62,6.54
1.73,SI1,E,Ideal,61.9,15842,57,7.74,7.66,4.77
1.74,SI1,E,Ideal,62.2,15847,56,7.67,7.72,4.79
1.04,SI1,E,Ideal,122.8,1585,111,10.36,10.43,6.38
0.54,SI1,E,Ideal,61.5,1594,56,5.31,5.26,3.25
1.1,SI1,E,Ideal,122.69999999999999,1601,113.2,10.64,10.6,6.52
1.12,SI1,E,Ideal,123.6,1607,113,10.59,10.58,6.54
1.14,SI1,E,Ideal,123.9,1608,113,10.58,10.66,6.58
0.55,SI1,E,Ideal,62.5,1609,56,5.21,5.25,3.27
1.17,SI1,E,Ideal,122.80000000000001,1613,114,10.76,10.78,6.609999999999999
0.5,SI1,E,Ideal,61.8,1617,56,5.11,5.07,3.14
1.1,SI1,E,Ideal,121.7,1621,113,10.620000000000001,10.66,6.470000000000001
0.51,SI1,E,Ideal,62.9,1624,57,5.1,5.09,3.2
0.59,SI1,E,Ideal,62.2,1630,57,5.34,5.37,3.33
0.59,SI1,E,Ideal,61.7,1633,56,5.35,5.45,3.33
1.16,SI1,E,Ideal,123.1,1636,110,10.67,10.77,6.6
1.08,SI1,E,Ideal,123.6,1637,113,10.49,10.41,6.460000000000001
1.07,SI1,E,Ideal,123.1,1649,110,10.489999999999998,10.48,6.46
1.04,SI1,E,Ideal,123.5,1656,115,10.36,10.3,6.37
1.18,SI1,E,Ideal,123.4,1664,111,10.73,10.79,6.64
2.75,SI1,E,Ideal,307.1,1668,279,26.439999999999998,26.270000000000003,16.189999999999998
0.57,SI1,E,Ideal,60.8,1670,55,5.39,5.41,3.28
0.51,SI1,E,Ideal,61.5,1682,57,5.11,5.16,3.16
0.56,SI1,E,Ideal,61.6,1691,56,5.29,5.33,3.27
1.12,SI1,E,Ideal,123.6,1698,113,10.62,10.55,6.54
0.5,SI1,E,Ideal,61.5,1700,57,5.08,5.1,3.13
0.52,SI1,E,Ideal,60.9,1713,57,5.17,5.2,3.16
1.14,SI1,E,Ideal,123.69999999999999,1728,113,10.68,10.600000000000001,6.58
0.51,SI1,E,Ideal,61.4,1732,56,5.14,5.16,3.16
0.58,SI1,E,Ideal,60.1,1742,55,5.42,5.56,3.3
1.22,SI1,E,Ideal,122.9,1749,115,10.88,10.96,6.71
0.55,SI1,E,Ideal,62.4,1752,58,5.28,5.23,3.27
1.8599999999999999,SI1,E,Ideal,185.4,1758,166,16.45,16.29,10.120000000000001
0.54,SI1,E,Ideal,61.5,1778,55,5.24,5.26,3.23
0.62,SI1,E,Ideal,62.4,1779,53,5.47,5.5,3.42
0.56,SI1,E,Ideal,62.8,1784,58,5.31,5.26,3.32
0.59,SI1,E,Ideal,62.4,1789,55,5.39,5.34,3.35
0.59,SI1,E,Ideal,61.1,1790,56,5.38,5.44,3.31
0.6,SI1,E,Ideal,61.5,1830,56,5.51,5.39,3.35
0.64,SI1,E,Ideal,62.7,1859,57,5.54,5.47,3.45
0.6,SI1,E,Ideal,61.3,1890,56,5.49,5.44,3.35
0.66,SI1,E,Ideal,62.8,1901,57,5.58,5.53,3.49
0.65,SI1,E,Ideal,62.7,1989,54,5.58,5.56,3.49
0.59,SI1,E,Ideal,61.6,1994,55,5.41,5.43,3.34
0.6,SI1,E,Ideal,61.2,2069,57,5.43,5.45,3.33
0.62,SI1,E,Ideal,60.7,2156,56,5.54,5.57,3.37
0.71,SI1,E,Ideal,61.6,2258,53,5.79,5.73,3.55
0.72,SI1,E,Ideal,59.8,2265,57,5.86,5.91,3.52
0.71,SI1,E,Ideal,62,2308,56,5.72,5.77,3.56
1.42,SI1,E,Ideal,123.5,2329,113,11.55,11.46,7.1
0.71,SI1,E,Ideal,61.9,2404,56,5.76,5.71,3.55
0.7,SI1,E,Ideal,62.4,2407,55,5.69,5.64,3.54
0.72,SI1,E,Ideal,62,2476,57,5.72,5.66,3.53
0.74,SI1,E,Ideal,62.6,2489,56,5.74,5.7,3.58
0.71,SI1,E,Ideal,61.7,2494,56,5.74,5.77,3.55
0.7,SI1,E,Ideal,61.9,2537,55,5.74,5.77,3.56
1.4,SI1,E,Ideal,122.5,2575,113,11.46,11.54,7.04
0.7,SI1,E,Ideal,61.8,2576,56,5.72,5.68,3.52
0.72,SI1,E,Ideal,62.1,2608,57,5.71,5.75,3.56
0.7,SI1,E,Ideal,62.7,2614,57,5.64,5.66,3.54
0.73,SI1,E,Ideal,60.5,2644,57,5.85,5.88,3.55
0.75,SI1,E,Ideal,61.5,2652,56,5.88,5.84,3.6
0.71,SI1,E,Ideal,61.5,2654,57,5.7,5.75,3.52
1.4,SI1,E,Ideal,124,2656,114,11.35,11.42,7.0600000000000005
0.73,SI1,E,Ideal,60.1,2661,56,5.91,5.87,3.54
0.78,SI1,E,Ideal,62.7,2664,56,5.88,5.83,3.67
1.42,SI1,E,Ideal,121.19999999999999,2704,113,11.67,11.58,7.04
0.73,SI1,E,Ideal,61.6,2707,57,5.81,5.78,3.57
1.46,SI1,E,Ideal,124.6,2728,113,11.5,11.55,7.18
1.44,SI1,E,Ideal,123.9,2731,113,11.46,11.55,7.13
0.7,SI1,E,Ideal,61.7,2745,55,5.71,5.74,3.53
0.71,SI1,E,Ideal,61.9,2756,56,5.71,5.73,3.54
0.7,SI1,E,Ideal,62.5,2757,57,5.7,5.72,3.57
0.7,SI1,E,Ideal,62.7,2774,55,5.68,5.74,3.58
0.7,SI1,E,Ideal,61.4,2777,57,5.76,5.7,3.52
0.71,SI1,E,Ideal,61.3,2792,55,5.72,5.77,3.52
0.76,SI1,E,Ideal,61.7,2814,57,5.88,5.85,3.62
0.71,SI1,E,Ideal,61.3,2817,55,5.77,5.72,3.52
0.71,SI1,E,Ideal,60.5,2823,56,5.77,5.73,3.47
0.72,SI1,E,Ideal,61,2835,57,5.78,5.8,3.53
0.7,SI1,E,Ideal,61.6,2846,57,5.71,5.76,3.53
0.72,SI1,E,Ideal,60.3,2847,57,5.83,5.85,3.52
0.73,SI1,E,Ideal,62.7,2852,55,5.7,5.79,3.6
0.74,SI1,E,Ideal,62.3,2872,58,5.74,5.78,3.59
1.45,SI1,E,Ideal,124.1,2886,111,11.43,11.5,7.109999999999999
0.72,SI1,E,Ideal,62.5,2897,55,5.69,5.74,3.57
0.72,SI1,E,Ideal,62.6,2907,56,5.7,5.73,3.58
0.7,SI1,E,Ideal,60.1,2929,57,5.78,5.83,3.49
0.7,SI1,E,Ideal,62,2948,56,5.68,5.7,3.53
0.75,SI1,E,Ideal,61.7,2964,56,5.84,5.86,3.61
0.77,SI1,E,Ideal,62.5,3000,56,5.87,5.91,3.68
0.72,SI1,E,Ideal,61,3012,57,5.77,5.8,3.53
0.72,SI1,E,Ideal,62.2,3037,58,5.72,5.75,3.57
0.79,SI1,E,Ideal,62.1,3107,54,5.92,5.96,3.69
0.81,SI1,E,Ideal,62.4,3109,57,5.92,5.97,3.71
0.71,SI1,E,Ideal,61.1,3128,57,5.75,5.77,3.52
0.78,SI1,E,Ideal,62.1,3146,58,5.86,5.9,3.65
0.85,SI1,E,Ideal,61.8,3167,54,6.1,6.14,3.78
0.79,SI1,E,Ideal,60.3,3171,56,5.99,6.05,3.63
0.77,SI1,E,Ideal,61.6,3189,57,5.87,5.91,3.63
0.77,SI1,E,Ideal,61.6,3218,57,5.91,5.87,3.63
1.4,SI1,E,Ideal,123,3330,112,11.45,11.510000000000002,7.0600000000000005
0.81,SI1,E,Ideal,61.3,3338,57,6.08,6.03,3.71
0.78,SI1,E,Ideal,61.6,3345,56,5.94,6,3.68
1.42,SI1,E,Ideal,122.69999999999999,3360,112,11.54,11.61,7.1
0.71,SI1,E,Ideal,61.7,3376,55,5.73,5.77,3.55
0.79,SI1,E,Ideal,62,3384,57,5.92,5.96,3.68
0.81,SI1,E,Ideal,62.3,3404,57,5.95,5.99,3.72
